Ano;Já foi atendido pelo CRAI?;Tipo de Atendimento;País de origem;Distrito de residência;Como ficou sabendo do serviço?;Escolaridade;Raça/Cor/Etnia declarada;Profissão;Relação de trabalho;Condição de moradia;Identidade de gênero;Orientação sexual;Idioma materno;Situação migratória atual;Foi vítima de violência?;Identifique o tipo de violação;Demanda do atendimento ;Total
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;copeira hospitalar ;Empregada(o) com carteira;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;costureira ;Empregada(o) com carteira;Alugado;Mulher Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;cozinheiro ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;cuidadora de idoso ;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;electricista ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;eletricista ;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;eletricista ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;eletromecanica ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;limpeza ;Empregada(o) sem carteira;Ocupação;Mulher Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;operador de loja ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Orientações diversas;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;pintor ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;2
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;reciclagem ;Autônomo;Ocupação;Mulher Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Orientações diversas;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;repositor de mercadoria ;Empregada(o) com carteira;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Completo;Preta;vendedor ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Amarela;ESTUDANTE ;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Branca;ESTUDANTE ;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Branca;ESTUDANTE ;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Russo;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Branca;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Árabe;Refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Branca;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;2
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Branca;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Branca;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Árabe;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Branca;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Árabe;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Branca;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Árabe;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Branca;cheff de cozinha ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Árabe;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;COSTURA ;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Bissexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;Não informado;Não Declarado;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;Não informado;Não trabalha;Alugado;Homem Cisgênero;Gay;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;Não informado;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;costura ;Autônomo;Alugado;Mulher Cisgênero;Bissexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;costura ;Empregada(o) sem carteira;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;estudante ;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;2
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Indígena;vendedor ;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;AUXILIAR DE COZINHA ;Empregada(o) com carteira;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;AUXILIAR DE SERVIÇO GERAL ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;COZINHEIRO ;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Árabe;Refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Autônomo;Alugado;Homem Cisgênero;Bissexual;Árabe;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Árabe;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Não Declarado;Alugado;Homem Cisgênero;Bissexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Francês;Refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Árabe;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;Não informado;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;TREINER EM RESTAURANTE ;Empregada(o) com carteira;Alugado;Mulher Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;catador ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Parda;motorista ;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Árabe;Refugiado;Não;Não informado;Orientações diversas;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;AJUDANTE GERAL ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Português;Indocumentado / Irregular;Não;Não informado;Orientações diversas;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;ARTESÃO ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Orientações diversas;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;ATENDENTE DE LOJA ;Empregada(o) sem carteira;Alugado;Mulher Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;AUXILAIR DE PRODUÇÃO ;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;COMERCIANTE ;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;CORREIOS ;Empregada(o) com carteira;Alugado;Mulher Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;DESENTUPIDOR ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;EMPREITERO ;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;ENCANADOR ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;ESTUDANTE ;Não trabalha;Alugado;Mulher Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;FAXINEIRO ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Fabrica de sacola ;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Francês;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;LIMPEZA ;Empregada(o) sem carteira;Alugado;Mulher Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;MOTORISTA ;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Inglês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Autônomo;Alugado;Homem Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Desempregada(o);Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Bissexual;Espanhol;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Crioulo Guiné-Bissau;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Francês;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;3
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Inglês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;2
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;2
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;2
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Empregada(o) com carteira;Alugado;Mulher Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Empregada(o) sem carteira;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Empregada(o) sem carteira;Alugado;Homem Cisgênero;Heterossexual;Árabe;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Empregada(o) sem carteira;Alugado;Mulher Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;2
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;2
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Francês;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Inglês;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Português;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Português;Autorização de residência temporária;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Português;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Homem Cisgênero;Heterossexual;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Mulher Cisgênero;Bissexual;Francês;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não Declarado;Alugado;Mulher Cisgênero;Heterossexual;Francês;Refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não trabalha;Aldeia (indígena);Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Orientações diversas;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Orientações diversas;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Orientações diversas;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Francês;Autorização de residência por prazo indeterminado;Não;Não informado;Regularização migratória;1
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Francês;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;4
2023;Reativação (nova demanda);Presencial;OUTRO;Outro município ou recém-chegado;Amigos/Parentes;Médio Incompleto;Preta;Não informado;Não trabalha;Alugado;Homem Cisgênero;Heterossexual;Inglês;Autorização de residência por prazo indeterminado;Não;Não informado;Orientação sobre documento brasileiro;1
